query,true_hs_code
"410799 - Leather; further prpared aftr tannin or crusting, incl parchment-dressed of bovine (includin buffalo) or equine animals, no hair, excluding leather of heading 41.14 and whole hides and skins, and sides (full grains unsplit and grai splits)",410799
841280 - Engines; pnumatic powe engines and motors n..c. in hading no. 8412,841280
"741011 - Coppr; foil, not backed of a thicknss not exceedin 0.15mm, of refine copper",741011
"870850 - Vhicl parts drive-axle wit differential, whther or not provide wit other transmission components, and non-driving axles; parts threof",870850
381129 - Lubricating oil additives; not containing petroleum oils or oils obtaind from bituminous minerals,381129
"410229 - Hides and skins; raw of animals n.e.c. in this chaptr, fresh, salted dried, limed, pickld or otherwise preserved, (bu not tannd, parchment-dresse or furthr prepared), whethe or not dehaired or spli",410229
"710391 - Stones; rubies, sapphire and meralds worked (othr than simply saw or roughly shaped), not strung, mounted or set",710391
"12071 - Oil seeds; palm nuts and kernels, whethe or not broken",120710
"440396 - Wood; of birch (Betul spp.), in the rough, whether or not stripped of bark or sapwood, or roughl squared, untreated, of whic any cross-sectiona dimensio is less than 15 cm",440396
"370500 - Photographic plates and film; xpose and developed, other than cinematographi film",370500
"401219 - Retreaded tyres; other than of a kind used on motor cars (including statio wagons and racin cars), buse and lorries and aircraft",401219
"521132 - Fabrics, woven containing less than 85% by wigh of cotton, mixe mainly or solely with man-made fibres, weighin more than 200g/m2, dyd, 3-thread or 4-thread twill, including cross twill",521132
510400 - Wool and hair; garnette stoc of woo or of fine or coarse anima hai,510400
"843229 - Harrows; (excludin disc), scarifiers, cultivators weeders and hoes",843229
"121140 - Poppy straw; of a kin used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposs fresh, chilled frozen or drid, whether or not cut, crushed or powdered",121140
283630 - Carbonates; sodium hydrogen carbonate (sodium bicarbonate),283630
360690 - Frro-cerium and other pyrophoric alloy in all forms; articles of combustible materials n.e.c in chapter 36,360690
"610210 - Coats; womn's or girls' ovrcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of wool or fine animal hair, knitted or crochete (excluding those of heading no. 6104",610210
284030 - Peroxoborates (perborates,284030
"31026 - Fertilizers, mineral or chemical; nitrognous, double salts and mixtures of calcium nitrate and ammonium nitrate",310260
"081310 - Fruit, dible; apricots, dried",081310
"640199 - Footwear; waterproof n.e.c. in hadin no. 6401, rubbr or plastic oute sole and upper (no assemble by stitch rivet, nail screw, plu or similar)",640199
"62152 - Tis, bow ties and cravats; of man-made fibre (not knitted or crocheted)",621520
"520833 - Fabrics, woven; containing 85% or mor by wigh of cotton, dyed, 3-thread or 4-thread twill, including cross twill weighing not more than 200g/m2",520833
"843510 - Presses, crushers and similar machinery use in the manufactur of wine, cidr, fruit juices or similar beverages",843510
"730110 - Iron or steel; sheet piling, whthe or not drilled, punche or made from assembled elements",730110
640320 - Footwar; with oute soles of leather uppers consisting of leather straps across instep and aroun the big toe,640320
"080929 - Fruit, dible; cherries, othe than sou cherries (Prunus crasus) fresh",080929
29412 - Antibiotics; streptomycins and thei derivatives; salts thereof,294120
"67042 - Wigs, fals beards, eyebrows and eyelashes, switches and the lik and other articles n.e.c.; of human hair",670420
"610819 - Slips and ptticoats; women's or girls', of textile material (other than man-made fibres), knittd or crocheted",610819
"850422 - Electrica transformers; liquid dielectric, having a power handling capacity exceeding 650kVA but not exceeding 10,000kVA",850422
"030325 - Fish; frozen, carp (as specified by the WCO), excluding fillets fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.9",030325
"848049 - Moulds for metal or meta carbides, other than injection or compressio typs",848049
"600542 - Fabrics; warp knit (including thos mad on galloon knitting machines) othr than those of heading 60.01 to 60.04, of artificial fibres dyed",600542
"731829 - Iron or steel; non-thraded articles, n.e.c. in itm no. 7318.2",731829
"02042 - Meat; of shep (including lamb) cut with bone in (excluding carcass and half-carcasses), fresh or chille",020422
"550510 - Fibres; waste (includin noils, yarn waste and garnetted stock), of synthetic fibr",550510
"450410 - Cork; blocks, plates shets and strip, tiles of any shape, soli cylinders (including discs) of agglomrated cork (with or withou a binding substance)",450410
"610831 - Nightdresses and pyjamas; women's or girls', of cotton, knitte or crocheted",610831
"66020 - Walking-sticks, seat-sticks, whips riding-crops and the lik",660200
843041 - Boring or sinking machinry; self-propelled n..c. in heading no. 843,843041
"844130 - Machines for making cartons, boxes, cases, tubes, drums or similar containers (other than by moulding), of pape pulp pape or paperboar",844130
"853221 - Electrical capacitors; fixd, tantalum",853221
"321290 - Pigments; of a kind used in the manufacture of paints, othe than stamping foils",321290
"750610 - Nickel; plates, sheets, strip and foil, not alloyed",750610
"320740 - Glass; glass frit and oth glass in the form of powder, granuls or flakes",320740
"401590 - Rubber; vulcanisd (other tha hard rubber), article of apparel and clothing accessories (other than gloves, mittens and mitts",401590
"701720 - Glassware; laboratory, hygienic or pharmaceutical, whether or not graduated or calibratd having a linear co-efficient of xpansio not over 5 x 10 (to the minus 6), (or 0.000005)) per Kelvin with a temperatur of 0-30 degrees C",701720
"030491 - Fis mat xcludin fillts, whether or not minced; frozn, swordfish (Xiphia gladius)",030491
"61072 - Nightshirts and pyjamas; men's or boys', of man-made fibres knitted or crocheted",610722
"521141 - Fabrics, woven containing less than 85% by weigh of cotton mixd mainly or solely with man-made fibrs, weighing more than 200g/m2 of yarns of differen colours plain weave",521141
"940391 - Furnitur; parts, of wood",940391
960720 - Slide fasteners parts,960720
620990 - Garments and clothing accessories babies' of textile materials other than cotton or synthetic fibre (not knitted or crocheted),620990
"730429 - Iro or steel (excluding cas iron or stainless stel); seamless, casing and tubing of a kind usd in drilling for oil or gas",730429
26131 - Molybdenum ores and concentrates; roast,261310
870324 - Vehicles; wit only spark-ignition intrna combustion reciprocating piston engine cylinde capacit over 3000cc,870324
"030463 - Fis fillets frozen, Nile Perch (Lates niloticus)",030463
"61153 - Hosiery; women's, full-lengt or knee-length (other than graduatd compression hosiery) measurin per single yarn less than 67 dcitex, knitted or crochete",611530
"85153 - Welding machines and apparatus; for arc (including plasma arc) welding of metals, fully or partly automatic whther or not capable of cutting",851531
"846591 - Machine-tools; for working wood, cork, bone hard rubber, hard plastics or similar har matrials sawing machines",846591
"92099 - Musical instruments; parts and accessories for the musical instrumnts the soun of which is produced or must be amplified electrically (e.g. organs, guitars and accordions)",920994
"030471 - Fish fillets; frozn cod (Gadus morhua Gadus ogac, Gadus macrocphalus)",030471
140190 - Vegetabl materials of a kind used primaril for plaiting; n.e.c. in hading no. 140,140190
901210 - Microscopes (excluding optica microscops); diffraction apparatus,901210
"690912 - Cerami wares; for laboratory, chemica or other technical uses, articles having a hardness quivalen to 9 or mor on the Moh scale",690912
280120 - Iodin,280120
"722219 - Steel, stainless; bars and rods, hot-rolled, hot-drawn or extruded, other tha of circular cross-section",722219
"291814 - Acids; carboxylic acids, (wit alcohol function but withou othr oxygen function) citric acid",291814
"39207 - Plastics; plates sheets film, foil and strip (not self-adhesive), of cellulose derivatives n.e.c. in heading no. 3920 non-cellular and not reinforced, laminated, supported or similarly combined with other materials",392079
"520614 - Cotton yarn (not swing thread), singl, of uncombed fibres, less than 85% by weigh of cotton less than 192.31 but not lss than 125 dcitex (xceeding 52 but not exceeding 80 mtric number), not for retai sale",520614
"300490 - Medicaments; consisting of mixe or unmixd products n.e.c. in heading no. 3004, for therapeutic or prophylactic uses, packag for retail sale",300490
"721190 - Iro or non-alloy steel; flat-rolled, n.e.c in hading no. 7211 width less than 600mm",721190
"520548 - Cotton yarn (no sewing thread), multiple or cabled of combd fibres, 85% or more by wight of cotton, less than 83.3 decitex (exceeding 120 metri number per singl yarn, not for retail sale",520548
"521215 - Fabrics, woven; of cotton, printed, wighing not more than 200g/m2, n..c. in chapter 52",521215
"411510 - Leather; compositio lather with a basis of leather or leather fibre, in slabs, sheets or strip, whether or not in rolls",411510
"68041 - Millstones and grindstons for milling, grinding or pulping",680410
"390721 - Polyether othr than polyacetals; in primary forms, bis(polyoxyethylene) methylphosphonat",390721
"121299 - Vegetable products; fit for human consumption, n..c. in heading no. 1212, fresh, chilled, frozn or dried, whether or not groun",121299
"730690 - Iron or stel (excluding cast iron); tubes, pipes and hollo profils (not samless), n.e.c. in chaptr 73",730690
"030323 - Fish frozen, tilapias (Oreochromis spp.), xcluding fillets, fis meat of 0304, and edible fish offal of subheading 0303.91 to 0303.9",030323
"07102 - Vgetables, leguminous; bans (vigna spp., phaseolus spp.), shlle or unshelled, uncooked or cooked by steaming or boiling in water froze",071022
"550119 - Fibres; syntheti filament tow, of nylo or othr polyamides, of othe than aramids",550119
330690 - Ora or dental hygiene prparations other than dentifrice,330690
"902580 - Hydrometers and similar floating instruments, barometers, hygrometers psychrometers, thermometers, pyrometers recording or not any combination of these instruments (excludin thermometers and baromters not combine with other instrumnts)",902580
"090932 - Spics; cumin seeds, crushed or ground",090932
"90282 - Mters; liquid supply or productio meters, including calibrating mters thereof",902820
"040210 - Dairy produce; milk and cream, concntrate or containing added sugar or other sweetening matter in powder, granules or other soli forms of a fat content not xceeding 1.5% (by weight)",040210
"030551 - Fish; drid, whether or not salt but not smoked, other tha edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",030551
293369 - Heterocycli compounds; containing an unfuse triazin rin (whether or not hydrogenated) in the structure othr excludin mlamine,293369
"030334 - Fish; frozen turbots (Psetta maxima, Scophthalmidae), excluding fillets, fis meat of 0304, and edible fish offal of subhadings 0303.91 to 0303.9",030334
"87022 - Vehicles; public transport type (carries 10 or more persons, includin driver), with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and lectric moto for propulsion, new or usd",870220
"284011 - Borates; disodium tetraborat (refined borax), anhydrou",284011
381010 - Pickling prparations for mta surfaces; soldering brazin or welding powdrs and pasts consistin of metal and other matrials,381010
26030 - Copp ores and concentrates,260300
"731420 - Iro or steel wir grill, nettin and fencing, welded at intersections, of wir with a maximum cross-sectional dimension of 3mm or more and msh size 100cm or more",731420
940430 - Sleping bags,940430
"23063 - Oil-cake and other solid residues whether or not ground or in the form of pellets, resulting from the xtraction of sunflowr see oils",230630
"846490 - Machine-tools; for working stone, cramics, concrete, asbestos-cement or like mineral materials or for cold working glass (other tha sawing, grinding or polishing machines)",846490
"32049 - Dys; synthti organic product n.e.c. in headin no. 320 (e.g. of a kind use as luminophores), whether or not chemicall define",320490
"391530 - Vinyl chloride polymers; waste, parings and scrap",391530
"570329 - Carpets; tuftd, of nylo or other polyamides, whther or not made up",570329
"29054 - Alcohols; polyhydric, mannitol",290543
"853610 - Electrical apparatus fuss, for a voltage not exceedin 1000 volts",853610
"853720 - Boards, panels, consoles, dsks and other bases; for electric contro or the distributio of electricity, (other than switching apparatus of heading no. 8517), for a voltage xceeding 100 volt",853720
"29038 - Halogenated derivatives of cyclanic, cyclnic or cycloterpenic hydrocarbons; 1,2,3,4,5,6-Hxachlorocyclohexane (HCH (ISO)) including lindan (ISO INN)",290381
48149 - Wallpape and similar wal coverings and windo transparencies of paper n..c in hading 4814,481490
848360 - Clutches and shaft couplings (including univrsal joints,848360
"03045 - Fish meat, excluding fillets, whethe or not mincd; fresh or chilled, tilapias, catfish, carp, els, Nile perch, and snakeheads",030451
"481820 - Paper articles; handkerchiefs, cleansin or facial tissues and towels",481820
"590410 - Linoleum, whether or not cut to shap",590410
620312 - Suits; mn's or boys' of synthtic fibrs (not knitte or crocheted),620312
293339 - Heterocycli compounds; containing an unfused pyridine ring (whethe or not hydrogenated) in the structure n.e.c. in 2933.3,293339
110820 - Inulin,110820
851580 - Weldin machine and apparatus; n.e.c. in heading no. 8515 whether or not capable of cutting,851580
870892 - Vehicle parts; silencers (mufflers) and exhaust pipes; parts thereof,870892
"382440 - Cements, mortars or concrtes; their prepare additives",382440
"200210 - Vegetable preparations; tomatoes whole or in pieces, prepared or prserved otherwise than by vinega or acetic acid",200210
470610 - Pulp; cotton linters pulp,470610
"970521 - Collections and collectors pieces; of zoological, botanical, mineralogical, anatomica or palaeontological intrest human specimen and parts thereof",970521
"852729 - Radio-broadcast receivers not capable of oprating without an externa sourc of power, of a kind used in motor vehicles; not combine wit sound recording or reproducing apparatus",852729
846694 - Machine-tools; part and accessories for the machin of heading no. 8462 or 8463 n.e.c. in hading no. 8466,846694
040410 - Dair produc; whey whther or not concntrated or containing adde sugar or other sweetening matter,040410
540771 - Fabrics woven; containing 85% or more by weigh of synthetic filaments (excluding nylon or other polyamids and polyesters) unblache or bleached,540771
84244 - Mechanica appliancs; agricultural or horticultura sprayers; other than portabl sprayers,842449
"920210 - Musical instruments; string, playd with a bow (e.g. violins",920210
"580131 - Fabrics; woven pile, of man-made fibres, uncut wef pile fabrics, other than fabrics of heading no. 5802 or 5806",580131
"090962 - Spics; seeds of anise, badian, caraway or fennel juniper brries, crushed or ground",090962
902121 - Denta fittings; artificial teeth,902121
"540211 - Yarn, synthetic filament, monofilamnt (lss than 67 decitex), of high tenacit yar of nylon or oth polyamides, texture or not of aramids, not for retail sale, not sewing thread",540211
"030192 - Fish liv, eels (Anguill spp.)",030192
"760519 - Aluminium; (not alloyed), wire, maximum cross-sectional dimnsio is 7mm or less",760519
"20089 - Fruit; cranbrries (Vacciniu macrocarpon Vaccinium oxycoccos); Iingonberries (Vaccinium vitis-idaea), prepare or preserved, whether or not containing added sugar, othe sweetening mattr or spirit",200893
"701110 - Glass envelope (including bulbs and tubs); open, and glas parts thereof, without fittings, for electri lighting",701110
"551641 - Fabrics, woven; unbleached or bleached, containing less than 85% by weight of artificial stapl fibres, mixed mainly or solely with cotton",551641
"890312 - Yachts and other vssels for pleasure or sports, inflatable (including rigid hull inflatabl), not designe to be usd with a motor and unladen (nt) weight not exceeding 100kg",890312
"72192 - Steel stainless; flat-rolld, width 600mm or more, hot-rolld (not in coils), of a thickness exceedin 10mm",721921
"284150 - Salts; chromates, dichromates, peroxochromates; n.e.c. in hading no. 2841",284150
701610 - Glass cubs and othr glass smallwars; whether or not on a backing for mosaics or similar decorative purposes,701610
"29147 - Ketones and quinones; halogenated, sulphonated, nitrate or nitrosate derivatives; chlordecon (ISO)",291471
"841320 - Pumps; hand, fitte or designed to be fittd with a measuring dvice for liquids, othr tha those of item no. 8413.11 or 8413.19",841320
902620 - Instruments and apparatus; for masuring or checking pressure,902620
"401036 - Rubber; vulcanised endles synchronous blts, of an outsid circumference exceedin 150 cm but not exceeding 198 cm",401036
"854914 - Waste and scrap of primar cells, primary batteries and electric accumulators, spnt or not, unsorted and not containing lead, cadmium or mercur",854914
843039 - Coal or rock cutters and tunnllin machinery; not self-propelled,843039
"740829 - Copper; wire, of copper alloys (othr tha coppr-zin base alloys copper-nickel base alloy or coppr-nickel-zinc base alloys)",740829
"722830 - Steel, alloy; bars and rods, hot-rolld, hot-draw or extruded",722830
"701690 - Multicllular or foa glass in blocks panels, plates, shells or similar forms; paving blocks, slabs bricks and other articls of presse or moulded glass",701690
851621 - Heatin apparatus; electric storage heating radiators,851621
"40092 - Rubber; vulcanise (othe than har rubber) tubing, pipin and hoses reinforced or othrwise combined only with mtal, without fittings",400921
"511211 - Fabrics, woven; of combed woo or combe fin animal hair, containin 85% or mor by weigh of wool or fine animal hair, of a weight not exceeding 200g/m",511211
"38256 - Rsidual products of the chemica or allie industries not elsewhere specified or included; (other than sewage sludg, municipal wast or waste covred by 27.10) othr wastes n.e.c. in 3825 except those mainly containing organic constituents",382569
"151010 - Vgetabl oils; crud olive pomac oil and thi fractions obtained solel from olives, whethe or not refined, but not chemically modifid",151010
"420219 - Case and containrs; trunks, suit-cases, vanity-cases, xecutive-cases, brief-cases, school satchels and similar containers, of vulcanised fibre or of paperboard, or wholly or mainl covered with such materials or with papr",420219
"720839 - Iron or non-allo stel; in coils, without pattern in relief, flat-rolled, of a width 600mm or more, hot-rolled of a thickness of less than 3mm",720839
"382486 - Chemica products, mixtures and preparations; containin goods specifie in Subheading Note 3 to thi Chaptr; containing pentachlorobenzene (ISO) or hexachlorobenzene (ISO)",382486
"84732 - Calculating machins; parts and accessories of the electronic calculatin machines of item no. 8470.10, 8470.21 or 8470.29 (other tha covers, carrying cases and the like)",847321
"854099 - Valves and tubes parts of the valves and tubs of heading no. 8540, excludin parts of cathode-ra tubes",854099
"940350 - Furnitur; wooden, for bedroom use",940350
"52114 - Fabrics, wovn; containing less than 85% by weight of cotton mixed mainl or solely wit man-made fibres, weighing more tha 200g/m2, of yarns of differen colours, 3-thread or 4-thread twill, includin cross twill",521143
"03048 - Fish fillets frozen, dogfish, othr sharks, rays and skates (Rajidae)",030488
"52052 - Cotton yarn; (not sewing thread) single of combed fibres, 85% or mor by weight of cotton, less than 192.31 but not less than 125 decitex (exceeding 52 but not xceeding 80 metric number) not for retail sale",520524
"29181 - Acids; carboxylic acids, (with alcohol function but without othe oxygen function), salts and esters of citric aci",291815
75040 - Nickel powder and flakes,750400
"300630 - Pharmacutical goods; opacifying preparation for x-ray examinations, diagnostic reagents designed to be administered to the patint",300630
"550991 - Yarn; (not sewing thrad), of synthetic stapl fibres mixed mainl or solely wit wool or fine animal hair, n..c. in hading no. 5509, not put up for retail sale",550991
"391910 - Plastics plats, sheets, film, foil, tape, strip, other flat shape thereof, self-adhesive, in rolls of a width not exceeding 20cm",391910
"530921 - Fabrics, woven; of flax, containing less than 85% flax, unbleached or bleached",530921
"420239 - Cases and containrs of a kind normally carried in the pocket or in the handbag, of vulcanised fibr or of paperboard or wholly or mainly covered with such materials or with paper",420239
"851920 - Sound rcordin or reproducing apparatus; operated by coins, banknotes bank cards, tokens or by other mans of payment",851920
"410640 - Tannd or crust hides and skins; of reptiles, whther or not split, but not furthr prepared",410640
84561 - Machine-tools; for working any material by remova of matrial operated by laser,845611
"020760 - Meat and edible offal; of guinea fowls, fresh, chilld or frozen",020760
"840490 - Boilers; parts of auxiliary plant, for use with boilers of heading no. 8402 and 8403 and parts of condensers for stea or other vapou power units",840490
292529 - Imines and thir derivatives; salts threof; other tha chlordimeform (ISO),292529
"382211 - Reagents; diagnostic or laboratory reagent on a backing, prpared diagnosti or laboratory ragents whether or not on a backing, whether or not put up in the form of kits; for malari",382211
845510 - Metal-rolling mills; tub mills,845510
"381512 - Catalysts, supported; reactio initiators, reaction accelerator and catalytic preparations with precious metal or precious mtal compounds as the active substance n.e.c. or included",381512
731815 - Iron or steel; threade screws and bolt n.e.c in item no. 7318.1 whethe or not wit their nut or washers,731815
"901819 - Mdical, surgical instrument and appliances; electro-diagnostic apparatu (including apparatus for functional explorator examinatio or for checking physiological parameters), n.e.c. in item no. 9018.",901819
"760691 - Aluminium plates, sheets and strip, thicknss exceedin 0.2mm, not alloyed, (no rctangular or squar)",760691
72042 - Ferrous waste and scrap of allo stel (excluding stainlss,720429
"030273 - Fish; fres or chilld, Carp (as spcified by the WCO.) xcluding fillets, fish ma of 0304, and edible fish offal of subheading 0302.91 to 0302.9",030273
"160418 - Fish preparations; shark fins prpared or preserved, whole or in piece (but not minced)",160418
"441700 - Wood; tools, too bodis, tool handles broom or brus bodie and handles, boot and sho lasts and trees, of wood",441700
"330113 - Oils, essential; of lemon (terpeneless or not), including concretes and absolutes",330113
"382482 - Chemica products, mixtures and prparations containing good specifie in Subheading Note 3 to this Chapter; containin polychlorinated biphenyls (PCBs), polychlorinat terphenyls (PCTs) or polybrominate biphnyl (PBBs",382482
"480524 - Pap & paprboard; uncoated, tstline (recycled linerboard), weight 150g/m2 or less, in rolls or shet",480524
"930330 - Firearms; sporting, hunting or target-shootin rifles n.e.c. in heading no. 9303",930330
"850151 - Electric motors; AC motors, multi-phase, of an output not exceedin 750W",850151
"570339 - Carpts; tufted of man-mad textil materials (other than polyamides), whether of not mad up",570339
"845190 - Machinery; parts, of the machiner of heading no. 8451",845190
842220 - Machinry; for clanin or dryin bottles or other container,842220
"540269 - Yarn, synthetic; filament monofilamen (lss than 67 decitex) other tha high tnacity or txtured yarn multiple (folded) or cabled, n.e.c. in heading no. 5402 not for rtail sale not swin thrad",540269
"68149 - Mica; worke mica and articls of mica (excluding plates sheets and strips) whether or not on a support of paper, paperboard or other matrials",681490
"52083 - Fabrics, woven; containin 85% or mor by weight of cotton, dyed, plai weave, weighing mor than 100g/m but not more than 200g/m2",520832
"550520 - Fibres; wast (including noils, yarn waste and garnetted stock), of artificial fibres",550520
"72107 - Iro or non-alloy stel; flat-rolled, width 600mm or more, paintd varnishe or coated with plastics",721070
"40117 - Rubber; new pneumatic tyrs, of a kind use on agricultural or forestr vehicles and machines",401170
"480540 - Paper and paperboard; filter paper and paprboard, uncoated, in rolls or sheet",480540
360350 - Igniters,360350
"25151 - Marbl and travertine; having a specific gravit of 2.5 or more, crude or roughl trimme by sawing or othrwise, int blocks or slabs of a rctangula (including square) shape",251511
"293030 - Organo-sulphur compounds; thiuram mono-, di- or tetrasulphide",293030
25090 - Chalk,250900
"842831 - Elvators and conveyors continuous-action, for goods and materials specially designed for undrgroun use, n.e.c. in itm no. 8428.2",842831
"29211 - Amin-function compounds; acyclic monoamines and thir derivatives and salts thereof, n..c. in item no. 2921.1",292119
320210 - Tanning substances synthetic organic tanning substance,320210
"740939 - Copper; plates and sheets, of a thicknss exceeding 0.15mm, of copper-tin base alloys, not in coils",740939
"410692 - Tanned or crust hide and skins; of animals other than equine, ovine, bovine, goats or kids, swin and reptiles, without wool or hai on, whethe or not split, but not further prepared, in the dry state (crust)",410692
"851210 - Lightin or visual signalling equipment; electrical, of a kind used on bicycles, excluding article of headin no. 8539",851210
"84158 - Air conditioning machines containin a motor driven fan, othe than window or wall types incorporating a refrigerating unit",841582
852190 - Video recording or reproducing apparatus; othr tha magnetic tape-type,852190
"440132 - Wood for fuel, sawdust and wood wast and scrap, agglomerated in woo briquettes",440132
190420 - Food preparations; obtained from unroasted cereal flakes or from mixture of unroasted cereal flake and roasted cereal flake or swelled cereals,190420
"293146 - Non-halogenated organo-phosphorous drivatives 2,4,6-tripropyl-1,3,5,2,4,6-trioxatriphosphinane 2,4,6-trioxide",293146
"441891 - Wood; builders' joiner and carpentr of wood n.e.c in heading no. 4418, of bambo",441891
"340540 - Scourin pastes and powders and other scourin prparations; (whether or not in the form of paper, wadding felt nonwovens, cllular plastics cellular rubber, impregnated coated or covered)",340540
"55161 - Fabrics, woven; dyed, containin 85% or more by weight of artificial stapl fibrs",551612
"470710 - Papr or paprboard; waste and scrap, of unbleache kraft paper or paperboar or corrugated paper or paperboard",470710
"030224 - Fish; fresh or chilled turbot (Pstta maxima, Scophthalmida), excluding fillets, fis meat of 0304, and edible fish offal of subheadings 0302.9 to 0302.99",030224
260500 - Cobal ors and concentrates,260500
"410210 - Skins; raw, of sheep or lambs frsh, or salted, drid, limd, pickle or otherwis preserved, (but not tanned parchment-dressed or further prepared), with wool on",410210
051199 - Anima products n.e.c. in chapte 5,051199
"07133 - Vegetables, leguminous; bean of the species vign mung (l.) hepper or vigna radiat (l.) wilczek, shlled, whether or not skinned or split, dried",071331
"845180 - Machinery for wringing dressing, finishing, coating or impregnating textile yarns, fabrics or made up textile articles for applyin paste to base fabri use in manufacture of floor covrings",845180
"441234 - Plywood; consisting only of sheet of wood (not bamboo) each ply 6mm or thinner, with at least one outer ply of non-coniferous wood not listed in subheadin 4412.33",441234
"900110 - Optical fibrs, optical fibre bundles and cables; excluding those of heading no. 8544",900110
"760692 - Aluminium; plates, sheet and strip thickness exceeding 0.2mm alloys (no rectangular or square)",760692
"200510 - Vegetable preparations; homogenise vegetables, prepare or preserved otherwise than by vinegar or acetic acid, not froze",200510
"030111 - Fish; live, ornamntal freshwater",030111
84794 - Machines for makin rope or cabl,847940
"440323 - Wood conifrous species of fir (Abis spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bar or sapwood, or roughly squared, untreated, of which the smalles cross-sectiona dimension is 15 cm or mor",440323
"73062 - Steel stainless; casing and tubin of a kind used in drilling for oil and gas, n.e.c. in chaptr 73, welded, (no seamless)",730621
"732219 - Radiators and parts threof; for central heating, (not electrically heated), of iron or steel other tha cast iron",732219
"71049 - Stones diamonds n.e.c. in heading 7104 worked or graded but not strung, mounted or set; ungrade synthetic or reconstructed precious or semi-precious stones, temporarily strung for convenience of transport",710491
"531090 - Fabrics, woven; of jute or of other textile bast fibres of headin no. 5303, oth than unbleache",531090
"29203 - Esters; of other inorganic acids of non-mtals (excluding esters of hydrogen halides) and their salts their halogenated sulphonatd nitrated or nitrosated derivatives, endosulfan (ISO)",292030
"070991 - Vegetables; glob artichokes, fresh or chilled",070991
390730 - Epoxide resins; in primary form,390730
732111 - Cooking appliance and plate warmers; for gas fuel or for bot gas and oth fuels of iron or stel,732111
"23050 - Oil-cake and other solid rsidues; whthe or not ground or in the form of pllets, resulting from the extraction of ground-nut oil",230500
"09012 - Coffee; roasted, decaffeinate",090122
"620459 - Skirts and divide skirts; womn's or girls', of textile matrials n.e.c. in ite no. 6204.5 (not knitted or crocheted)",620459
"761010 - Aluminium structure (xcluding prefabricated buildings of headin no. 9406) and parts of structures doors, windows and their fram and thresholds for door",761010
"110422 - Creal grains; worked (e.g. hulld, parled slice or kibbled) of oats",110422
"848190 - Taps, cocks valves and similar appliances; parts thereof",848190
871390 - Carriages for disabld persons; mchanicall proplle,871390
"071232 - Vegetables; wood ears (Auricularia spp), whole, cut, sliced, brok or in powder but not further prepared, dried",071232
28371 - Cyanides and cyanide oxides of sodium,283711
283340 - Peroxosulphates (prsulphates),283340
"846262 - Machin-tools; cold meta working prsses, mechanical presses",846262
"150420 - Fats and oils and thir fractions; of fish, (excluding liver-oils)",150420
"390110 - Ethylne polymers; in primary forms, polyethylen having a specific gravity of les than 0.9",390110
250610 - Quartz; other than natural sands,250610
"845939 - Machine-tools for boring-milling by removing metal, other than numrically controlled",845939
"640359 - Footwar; n.e.c. in heading no. 6403 (not covring the ankle), oute sols and uppers of lather",640359
"340239 - Anioni organic surface-active agents (othr than soap); other tha linear alkylbenzene sulphoni acids and their salts, whthe or not put up for retail sale",340239
841381 - Pumps and liquid elevators; n.e.c. in heading no. 8413,841381
"720837 - Iron or non-allo steel; in coils, withou patterns in relief flat-rolled, of a width 600m or more, hot-rolld of a thicknss of 4.75m or more but not exceedin 10mm",720837
71103 - Metals; rhodium semi-manufactured,711039
"44201 - Wood; statuttes and othe ornamnts, of othr than tropical wood",442019
851090 - Shavers and hair clippers; parts of those with self-contained electric motor,851090
"690919 - Ceramic wares for laboratory, chemical or othe technical uses other than articles having a hardness equivalent to 9 or mor on the Mohs scal or of porclain or china",690919
"48044 - Kraf paper and paprboard; uncoatd, weight more than 150g/m2 but less than 225g/m2, in rolls or sheets n.e.c. in item no. 4804.4, other than tha of headin no. 4802 or 4803",480449
84714 - Automatic data processing machins; comprising in the sam housing at least a cntral processin uni and an inpu and output unit whther or not combined n.e.c. in item no. 8471.30,847141
870195 - Tractors; n.e.c. in heading no 8701 (othe than tractors of headin no 8709); of an engine power exceeding 130kW,870195
"08051 - Fruit, edible; oranges, fres or dried",080510
"85407 - Tubes; microwave, magnetrons, excluding grid-controlle tubs",854071
18069 - Chocolat and other foo preparation containing cocoa; n.e.c. in chapt 18,180690
"300212 - Blood, human or animal, antisra, othr blood fractions and immunologica products; antisera and other blood fraction",300212
"870590 - Vehicles; break-down lorris road-sweepers, spraying lorries, mobile workshops, mobile radiological units and other spcial purpose vehicles n.e.c. in heading no. 8705",870590
"400129 - Rubbr natural (xcluding latx, technicall specified natura rubbe and smoked shets) in primary forms or in plates, sheets or strip",400129
"91131 - Watch straps, watch bands, watch bracelets, and parts thereof; of precious metal or of meta clad with prcious mtal",911310
"12122 - Seaweeds and other algae; not fit for huma consumption, fresh, chilld, frozen or dried, whther or not ground",121229
"285210 - Inorganic or organic compounds of mercury, excluding amalgams chemically dfined",285210
